ID Mass_mu Mass_std
"Gaia DR2 5618332898424894592" 0.7373656802244958 0.037474809672240504
"Gaia DR2 5616832958404684672" 0.7712218131565919 0.04881127243778798
"Gaia DR2 5618333551259708416" 0.7621102700516149 0.04418108410161911
"Gaia DR2 5618523526246942976" 0.7578233606493799 0.04341956386965891
"Gaia DR2 5616831584019554816" 1.6162568124119292 0.1195496537419117
"Gaia DR2 5617021730811641600" 1.4282684293181604 0.08376178579121447
"Gaia DR2 5618334234153983488" 0.8518135986986757 0.05983631373518538
"Gaia DR2 5618334096714875008" 0.7714972883163033 0.04636031253548618
"Gaia DR2 5616831614077356160" 0.8577338307632938 0.06035743791824339
"Gaia DR2 5618333516907551360" 1.7662163881302004 0.17572086168149292
"Gaia DR2 5618334715190455808" 0.8632079316684947 0.06081622382450131
"Gaia DR2 5618522525518041984" 0.8403125387822349 0.058584960609002236
"Gaia DR2 5616831755818521344" 1.5053567750623695 0.08457113917963453
"Gaia DR2 5617021902610314240" 1.4458865475052327 0.08508899641691788
"Gaia DR2 5618522323666576384" 0.8096241949580959 0.05605992782451273
"Gaia DR2 5618336570616715008" 0.7858023442780421 0.05032504568707865
"Gaia DR2 5618524488319217536" 0.8157119563016489 0.05601700153178363
"Gaia DR2 5618334307181570048" 0.7506212796218298 0.041746721783212044
"Gaia DR2 5616833130203273088" 0.747019465064013 0.039518648753298136
"Gaia DR2 5618334788210272512" 0.7422932217820143 0.038281469377202004
"Gaia DR2 5618524282160749824" 0.8400877437091193 0.05851022906521784
"Gaia DR2 5618333959276191616" 0.8034792887755684 0.053841272721490765
"Gaia DR2 5618334783910020736" 0.815275793821392 0.05607412106026635
"Gaia DR2 5618334960009894400" 0.7727304375043075 0.04763030435909985
"Gaia DR2 5616832236850189696" 0.7420176508735372 0.03834557424662598
"Gaia DR2 5618524277865043328" 0.8074450662226579 0.055169526291949926
"Gaia DR2 5618333138942966912" 0.7789304098519217 0.04881622251066198
"Gaia DR2 5618523113930181632" 0.7348136595963517 0.03718882793610725
"Gaia DR2 5618333757425710208" 3.327782191017668 0.4065196968159599
"Gaia DR2 5618523594966835712" 0.7625217340267628 0.04424778683901754
"Gaia DR2 5618522873411637376" 0.7432332121050501 0.04001277551052423
"Gaia DR2 5618333448180526208" 0.7349024214478579 0.036275702743926275
"Gaia DR2 5617020253333982976" 0.7616102654337444 0.04343804011185703
"Gaia DR2 5618333138942955904" 0.7912003895019614 0.05182148368991776
"Gaia DR2 5618522181920636672" 8.030370996786013 1.4041143851307638
"Gaia DR2 5617021039314950912" 8.732773526345348 2.009074168413375
"Gaia DR2 5618334753858123776" 7.563293480279415 1.1651624091448873
"Gaia DR2 5617021967028345728" 0.8398803560464673 0.061425030475670085
