# Subset of stars selected as members
ID Mag Col Mass_mu Mass_std Mass_binar_mu Mass_binar_std P_binar
"Gaia DR2 5291191939634154624" 18.09693 2.44231 0.47492 0.00922 0.44080 0.01367 0.27
"Gaia DR2 5290922043888600192" 18.10937 2.70861 0.46532 0.00918 0.42368 0.01584 0.57
"Gaia DR2 5290727700911375488" 18.11008 2.68097 0.46615 0.00929 0.42569 0.01544 0.46
"Gaia DR2 5289892518749821568" 18.11464 2.58399 0.46866 0.00908 0.43215 0.01431 0.14
"Gaia DR2 5291116829241515136" 18.11718 2.13176 0.48289 0.00927 0.45195 0.01397 0.40
"Gaia DR2 5290031748703443968" 18.11789 2.83774 0.46033 0.00915 0.40457 0.01712 0.85
"Gaia DR2 5290629878735413248" 18.11789 2.60824 0.46760 0.00915 0.43025 0.01441 0.18
"Gaia DR2 5290778866860529152" 18.11850 2.67919 0.46536 0.00917 0.42543 0.01534 0.44
"Gaia DR2 5290939704793730816" 18.11880 2.65623 0.46609 0.00929 0.42677 0.01512 0.34
"Gaia DR2 5290495051122526464" 18.11982 1.63875 0.49865 0.00959 0.47069 0.01562 0.45
"Gaia DR2 5290645100099590784" 18.12237 2.68393 0.46483 0.00919 0.42446 0.01542 0.45
"Gaia DR2 5290658328599099136" 18.12678 2.58450 0.46750 0.00917 0.43059 0.01424 0.14
"Gaia DR2 5290021848806086400" 18.12688 2.85023 0.45907 0.00926 0.40184 0.01655 0.85
"Gaia DR2 5290868197882034560" 18.13150 2.65420 0.46489 0.00918 0.42572 0.01500 0.32
"Gaia DR2 5290949978355787904" 18.13254 2.74765 0.46190 0.00920 0.41741 0.01643 0.69
"Gaia DR2 5290938600984134016" 18.13605 2.95548 0.45480 0.00929 0.39009 0.01522 0.74
"Gaia DR2 5290914725263857792" 18.13874 2.74037 0.46144 0.00918 0.41755 0.01639 0.65
"Gaia DR2 5290775911923208960" 18.13957 2.66035 0.46395 0.00928 0.42449 0.01497 0.33
"Gaia DR2 5290764190951339264" 18.14175 2.89786 0.45610 0.00932 0.39439 0.01584 0.81
"Gaia DR2 5290821507295705344" 18.14519 2.36093 0.47288 0.00920 0.43921 0.01410 0.34
"Gaia DR2 5290778999999324032" 18.14540 2.57021 0.46621 0.00930 0.42910 0.01415 0.14
"Gaia DR2 5290752783518401920" 18.14665 2.97208 0.45323 0.00932 0.38794 0.01557 0.73
"Gaia DR2 5290810370441063808" 18.14738 2.81322 0.45830 0.00924 0.40653 0.01701 0.84
"Gaia DR2 5289778311277668992" 18.14770 2.69777 0.46202 0.00922 0.42042 0.01563 0.47
"Gaia DR2 5291245850063582080" 18.14885 2.72113 0.46093 0.00920 0.41851 0.01608 0.56
"Gaia DR2 5290723886978716800" 18.15168 2.42729 0.47018 0.00920 0.43555 0.01431 0.30
"Gaia DR2 5290948977626460544" 18.16085 2.52891 0.46608 0.00932 0.42926 0.01412 0.19
"Gaia DR2 5289694056899895936" 18.16159 2.86435 0.45526 0.00941 0.39706 0.01634 0.84
"Gaia DR2 5291050514946257152" 18.16180 2.54798 0.46532 0.00917 0.42848 0.01443 0.16
"Gaia DR2 5290700659797002752" 18.16212 2.72038 0.45968 0.00923 0.41730 0.01624 0.54
"Gaia DR2 5290667296489348736" 18.16244 2.49126 0.46704 0.00921 0.43131 0.01419 0.24
"Gaia DR2 5289652073598942976" 18.16424 2.30224 0.47290 0.00925 0.43954 0.01427 0.37
"Gaia DR2 5290672519169703936" 18.16456 2.48334 0.46709 0.00924 0.43144 0.01419 0.25
"Gaia DR2 5290710903297630336" 18.16573 2.62214 0.46257 0.00922 0.42392 0.01458 0.18
"Gaia DR2 5290022948317736576" 18.16882 2.62294 0.46232 0.00919 0.42363 0.01444 0.18
"Gaia DR2 5289857544830152704" 18.17223 2.71024 0.45916 0.00926 0.41729 0.01600 0.49
"Gaia DR2 5289995701043259520" 18.17331 2.63623 0.46144 0.00922 0.42229 0.01473 0.21
"Gaia DR2 5289825689058341376" 18.17384 2.74393 0.45792 0.00925 0.41382 0.01600 0.62
"Gaia DR2 5314532539967291520" 18.17878 1.09184 0.51138 0.00956 0.48783 0.01857 0.47
"Gaia DR2 5290730935024796544" 18.17975 2.60884 0.46167 0.00925 0.42330 0.01445 0.15
"Gaia DR2 5289991543514850432" 18.18147 2.61759 0.46110 0.00923 0.42243 0.01469 0.16
"Gaia DR2 5290634001904112000" 18.18158 2.63579 0.46054 0.00922 0.42128 0.01492 0.20
"Gaia DR2 5290634143642439168" 18.18191 2.49247 0.46515 0.00921 0.42891 0.01392 0.25
"Gaia DR2 5290762442905915648" 18.18201 2.59209 0.46204 0.00922 0.42387 0.01436 0.14
"Gaia DR2 5291529485404221312" 18.18255 2.67591 0.45920 0.00926 0.41896 0.01556 0.34
"Gaia DR2 5290835727927468416" 18.18526 2.76167 0.45615 0.00935 0.41112 0.01618 0.67
"Gaia DR2 5290933721902419072" 18.18688 2.80262 0.45477 0.00930 0.40517 0.01643 0.79
"Gaia DR2 5289845171030785408" 18.18829 2.64297 0.45960 0.00928 0.42031 0.01514 0.21
"Gaia DR2 5289630010350080768" 18.18902 2.89989 0.45125 0.00934 0.38983 0.01680 0.82
"Gaia DR2 5291001758481460096" 18.19285 2.70662 0.45724 0.00929 0.41521 0.01571 0.44
"Gaia DR2 5290927640228699264" 18.19405 2.69458 0.45750 0.00928 0.41624 0.01542 0.39
"Gaia DR2 5290754535865038976" 18.19820 2.60788 0.45974 0.00929 0.42114 0.01494 0.14
"Gaia DR2 5290766218179110656" 18.19898 2.06920 0.47698 0.00927 0.44555 0.01432 0.42
"Gaia DR2 5289707628996647424" 18.20021 2.84682 0.45186 0.00923 0.39727 0.01713 0.85
"Gaia DR2 5290719488932101504" 18.20164 2.65387 0.45807 0.00928 0.41842 0.01529 0.23
"Gaia DR2 5290016179449125888" 18.20200 2.75881 0.45468 0.00929 0.40954 0.01599 0.64
"Gaia DR2 5290695681933277056" 18.20378 2.91601 0.44941 0.00939 0.38729 0.01682 0.81
"Gaia DR2 5290652251220975744" 18.20794 2.69544 0.45607 0.00937 0.41452 0.01541 0.38
"Gaia DR2 5290378197950996736" 18.21111 2.54883 0.46041 0.00927 0.42266 0.01437 0.18
"Gaia DR2 5290769894668323584" 18.21333 2.54313 0.46040 0.00927 0.42275 0.01432 0.19
"Gaia DR2 5290633353368536704" 18.22246 2.84289 0.44994 0.00938 0.39685 0.01709 0.84
"Gaia DR2 5290929877906452224" 18.22492 0.82696 0.51587 0.00968 0.49563 0.01909 0.47
"Gaia DR2 5290137331884383104" 18.22515 2.65108 0.45586 0.00946 0.41591 0.01500 0.20
"Gaia DR2 5290765496621671296" 18.22604 2.55485 0.45887 0.00928 0.42086 0.01483 0.18
"Gaia DR2 5290885377749126016" 18.22731 2.66166 0.45525 0.00936 0.41480 0.01507 0.23
"Gaia DR2 5290701179491495808" 18.23431 2.73614 0.45203 0.00926 0.40825 0.01577 0.50
"Gaia DR2 5289814281625892864" 18.23487 2.68608 0.45375 0.00930 0.41202 0.01494 0.31
"Gaia DR2 5289961753622302464" 18.23647 2.70923 0.45269 0.00934 0.41043 0.01519 0.39
"Gaia DR2 5290793916426232576" 18.23729 2.65033 0.45472 0.00935 0.41446 0.01505 0.19
"Gaia DR2 5290719901249005184" 18.23778 2.45429 0.46081 0.00927 0.42433 0.01418 0.30
"Gaia DR2 5290939803575122048" 18.23877 2.81071 0.44941 0.00940 0.40065 0.01681 0.77
"Gaia DR2 5290723783899479424" 18.24241 2.88979 0.44634 0.00949 0.38738 0.01724 0.85
"Gaia DR2 5290815902358678784" 18.24413 2.42827 0.46107 0.00927 0.42491 0.01412 0.32
"Gaia DR2 5290923139104002816" 18.24472 2.52187 0.45808 0.00929 0.42035 0.01457 0.24
"Gaia DR2 5290643725709943936" 18.24515 2.69706 0.45220 0.00928 0.41049 0.01509 0.33
"Gaia DR2 5290737562156829312" 18.24951 2.65497 0.45324 0.00938 0.41268 0.01472 0.19
"Gaia DR2 5290929121994729088" 18.25028 2.74629 0.45026 0.00944 0.40567 0.01575 0.52
"Gaia DR2 5289734640050008832" 18.25145 2.73450 0.45049 0.00941 0.40661 0.01580 0.48
"Gaia DR2 5290773502440935168" 18.25196 2.97596 0.44257 0.00945 0.37745 0.01622 0.76
"Gaia DR2 5290689802120752896" 18.25416 2.47687 0.45862 0.00930 0.42138 0.01439 0.29
"Gaia DR2 5291467092417748352" 18.25500 2.74487 0.44986 0.00942 0.40533 0.01569 0.51
"Gaia DR2 5291103115412870016" 18.25946 2.73094 0.44988 0.00943 0.40606 0.01557 0.45
"Gaia DR2 5291088134564605440" 18.26018 2.56497 0.45516 0.00935 0.41664 0.01443 0.18
"Gaia DR2 5290656335732810240" 18.26303 2.67426 0.45126 0.00938 0.40986 0.01522 0.23
"Gaia DR2 5290327998370112640" 18.26310 2.08699 0.47025 0.00937 0.43788 0.01508 0.42
"Gaia DR2 5290843424512802816" 18.26351 2.67347 0.45125 0.00937 0.40982 0.01524 0.23
"Gaia DR2 5290738391088122496" 18.26509 2.59986 0.45351 0.00937 0.41413 0.01464 0.14
"Gaia DR2 5291033158984827392" 18.26593 2.54824 0.45513 0.00937 0.41680 0.01448 0.21
"Gaia DR2 5289987454706663808" 18.26775 2.78892 0.44706 0.00945 0.40087 0.01622 0.67
"Gaia DR2 5290934241595488128" 18.26896 2.60505 0.45289 0.00937 0.41351 0.01458 0.14
"Gaia DR2 5289886093478644992" 18.27020 2.69271 0.45002 0.00938 0.40786 0.01530 0.29
"Gaia DR2 5288347155156539392" 18.27156 2.86590 0.44408 0.00934 0.38913 0.01738 0.85
"Gaia DR2 5289996491317284608" 18.27263 2.85394 0.44437 0.00932 0.39089 0.01734 0.83
"Gaia DR2 5291105829833067136" 18.27502 2.41797 0.45838 0.00931 0.42165 0.01438 0.33
"Gaia DR2 5289932376045727232" 18.27516 2.61342 0.45194 0.00926 0.41227 0.01456 0.13
"Gaia DR2 5277609741214454784" 18.27657 3.01165 0.43895 0.00955 0.37297 0.01607 0.74
"Gaia DR2 5290654858263942656" 18.28149 2.74129 0.44729 0.00950 0.40366 0.01558 0.46
"Gaia DR2 5290723302863151232" 18.28538 2.55107 0.45304 0.00937 0.41436 0.01455 0.21
"Gaia DR2 5290768077902823936" 18.28552 2.72319 0.44746 0.00946 0.40455 0.01545 0.39
"Gaia DR2 5290929809189507840" 18.28898 2.59458 0.45125 0.00938 0.41162 0.01456 0.15
"Gaia DR2 5290689084863589120" 18.29022 2.65144 0.44942 0.00937 0.40816 0.01487 0.15
"Gaia DR2 5291305872227051648" 18.29065 1.08141 0.50080 0.01017 0.47561 0.01811 0.47
"Gaia DR2 5290714682868692608" 18.29378 2.70765 0.44709 0.00946 0.40478 0.01517 0.31
"Gaia DR2 5290727048076320896" 18.29445 2.70361 0.44722 0.00949 0.40494 0.01520 0.30
"Gaia DR2 5289892935364187520" 18.29584 2.62638 0.44966 0.00942 0.40891 0.01478 0.13
"Gaia DR2 5288258610112012032" 18.30388 2.74364 0.44489 0.00944 0.40117 0.01544 0.44
"Gaia DR2 5290964714385286272" 18.30457 2.79484 0.44314 0.00952 0.39696 0.01600 0.64
"Gaia DR2 5290811298154081280" 18.30558 3.01606 0.43560 0.00966 0.36971 0.01661 0.74
"Gaia DR2 5290665990819206272" 18.30809 3.03822 0.43461 0.00973 0.36812 0.01641 0.73
"Gaia DR2 5290835212531386880" 18.31175 2.61840 0.44826 0.00942 0.40771 0.01465 0.14
"Gaia DR2 5290702588240618624" 18.31828 2.82929 0.44067 0.00952 0.39093 0.01704 0.74
"Gaia DR2 5290735741088459008" 18.32341 2.67059 0.44535 0.00953 0.40409 0.01474 0.17
"Gaia DR2 5290718389420413440" 18.32437 3.10636 0.43081 0.00972 0.36251 0.01630 0.68
"Gaia DR2 5290736222126960640" 18.32659 2.61192 0.44694 0.00948 0.40664 0.01458 0.15
"Gaia DR2 5291149157460319616" 18.32927 2.73088 0.44283 0.00952 0.39938 0.01514 0.36
"Gaia DR2 5290817689067189120" 18.33048 2.45547 0.45161 0.00929 0.41349 0.01445 0.32
"Gaia DR2 5290710147383386496" 18.33098 2.84412 0.43896 0.00950 0.38835 0.01685 0.77
"Gaia DR2 5290749622422158464" 18.33362 2.66094 0.44464 0.00937 0.40356 0.01486 0.15
"Gaia DR2 5290654205428930688" 18.33539 3.02660 0.43241 0.00956 0.36634 0.01659 0.74
"Gaia DR2 5291483516372917760" 18.33756 2.72021 0.44231 0.00957 0.39932 0.01515 0.31
"Gaia DR2 5291167677362216832" 18.34024 2.44791 0.45100 0.00941 0.41286 0.01445 0.32
"Gaia DR2 5290765187385453184" 18.34331 2.53826 0.44776 0.00947 0.40844 0.01441 0.25
"Gaia DR2 5290663997954408192" 18.34429 3.03607 0.43118 0.00968 0.36454 0.01647 0.74
"Gaia DR2 5290936921655116160" 18.34504 2.51674 0.44825 0.00945 0.40924 0.01454 0.28
"Gaia DR2 5291086519656957184" 18.34635 2.78086 0.43952 0.00952 0.39360 0.01621 0.53
"Gaia DR2 5290848097434873472" 18.34690 2.54547 0.44706 0.00947 0.40768 0.01423 0.25
"Gaia DR2 5290848784629915776" 18.34810 2.71864 0.44128 0.00956 0.39835 0.01553 0.29
"Gaia DR2 5290673756122947584" 18.34968 2.05990 0.46257 0.00929 0.42956 0.01530 0.42
"Gaia DR2 5290715679301104000" 18.35493 2.78019 0.43861 0.00960 0.39271 0.01625 0.52
"Gaia DR2 5291168914312437120" 18.35545 2.66207 0.44240 0.00957 0.40104 0.01488 0.14
"Gaia DR2 5290953925428937600" 18.35575 2.62928 0.44336 0.00952 0.40284 0.01460 0.14
"Gaia DR2 5290711384333888256" 18.35826 2.68515 0.44134 0.00956 0.39922 0.01520 0.18
"Gaia DR2 5290738288008829184" 18.35956 2.65959 0.44209 0.00954 0.40075 0.01486 0.14
"Gaia DR2 5290720936341273088" 18.35967 2.11339 0.45983 0.00944 0.42582 0.01515 0.42
"Gaia DR2 5290887886010050688" 18.36267 2.70912 0.44016 0.00953 0.39739 0.01531 0.24
"Gaia DR2 5290742273738391680" 18.36498 2.46174 0.44806 0.00946 0.40943 0.01447 0.32
"Gaia DR2 5290442824319402112" 18.36836 2.71544 0.43945 0.00952 0.39658 0.01529 0.25
"Gaia DR2 5290914343008719232" 18.37298 2.89932 0.43284 0.00961 0.37580 0.01779 0.84
"Gaia DR2 5290732339476113024" 18.37370 2.62321 0.44186 0.00959 0.40108 0.01466 0.15
"Gaia DR2 5289819263787158528" 18.37580 2.93242 0.43139 0.00965 0.37068 0.01734 0.85
"Gaia DR2 5290609022373715584" 18.37607 3.02283 0.42811 0.00987 0.36237 0.01693 0.76
"Gaia DR2 5290663997954408064" 18.37680 2.85644 0.43371 0.00960 0.38222 0.01723 0.76
"Gaia DR2 5290279585500322560" 18.37950 0.60897 0.50831 0.01042 0.48573 0.01993 0.48
"Gaia DR2 5289904720756117888" 18.38213 2.77997 0.43566 0.00967 0.39010 0.01602 0.48
"Gaia DR2 5290730174812589184" 18.38226 2.99422 0.42845 0.00991 0.36397 0.01709 0.79
"Gaia DR2 5290865895778470272" 18.39511 3.27587 0.41750 0.00981 0.34533 0.01536 0.63
"Gaia DR2 5290815764923064832" 18.39981 2.58465 0.44047 0.00955 0.40027 0.01430 0.22
"Gaia DR2 5291063812168954752" 18.40076 2.42740 0.44552 0.00956 0.40734 0.01460 0.34
"Gaia DR2 5291044119745926784" 18.40145 2.85680 0.43131 0.00962 0.38021 0.01743 0.73
"Gaia DR2 5291192141493930752" 18.40340 2.93006 0.42843 0.00987 0.36887 0.01717 0.85
"Gaia DR2 5290725467528858112" 18.40511 2.43175 0.44505 0.00950 0.40641 0.01438 0.34
"Gaia DR2 5291180527902295552" 18.40767 2.56060 0.44046 0.00956 0.40056 0.01428 0.25
"Gaia DR2 5290835624848325760" 18.40847 2.77178 0.43336 0.00963 0.38774 0.01551 0.41
"Gaia DR2 5290722168993940992" 18.40868 2.58594 0.43965 0.00952 0.39909 0.01465 0.22
"Gaia DR2 5290827687748730496" 18.40890 2.77197 0.43334 0.00962 0.38772 0.01552 0.41
"Gaia DR2 5289614621483222016" 18.40941 2.70216 0.43546 0.00963 0.39216 0.01572 0.17
"Gaia DR2 5290759964704604928" 18.41434 2.74301 0.43367 0.00965 0.38919 0.01542 0.29
"Gaia DR2 5290671900694357376" 18.41471 2.77112 0.43287 0.00955 0.38717 0.01575 0.40
"Gaia DR2 5289803217791582208" 18.41994 3.02527 0.42361 0.00986 0.35764 0.01701 0.77
"Gaia DR2 5291404007939198592" 18.42006 2.38456 0.44510 0.00949 0.40697 0.01450 0.36
"Gaia DR2 5290747732636530304" 18.42038 2.93453 0.42650 0.00973 0.36718 0.01729 0.85
"Gaia DR2 5289930211382197760" 18.42154 3.04431 0.42280 0.00992 0.35590 0.01682 0.76
"Gaia DR2 5290947190920004992" 18.42165 2.75271 0.43276 0.00952 0.38769 0.01550 0.32
"Gaia DR2 5291189289637355008" 18.42384 2.76359 0.43215 0.00960 0.38665 0.01563 0.36
"Gaia DR2 5290856481209652224" 18.42390 3.02307 0.42327 0.00985 0.35747 0.01708 0.78
"Gaia DR2 5289950895944980608" 18.42417 2.66056 0.43528 0.00961 0.39346 0.01523 0.13
"Gaia DR2 5290666196977666176" 18.42469 2.74561 0.43263 0.00954 0.38779 0.01551 0.29
"Gaia DR2 5291550410485243520" 18.42622 2.65636 0.43519 0.00962 0.39344 0.01524 0.14
"Gaia DR2 5289545352251142144" 18.43069 2.74789 0.43195 0.00957 0.38690 0.01556 0.29
"Gaia DR2 5290646096530488576" 18.43235 2.66871 0.43430 0.00960 0.39162 0.01517 0.13
"Gaia DR2 5290010956768761088" 18.43436 2.60176 0.43628 0.00964 0.39543 0.01469 0.21
"Gaia DR2 5290863593675966080" 18.43459 2.73569 0.43196 0.00957 0.38728 0.01536 0.25
"Gaia DR2 5289917566997813888" 18.43739 2.80191 0.42941 0.00976 0.38178 0.01654 0.49
"Gaia DR2 5290620361087731840" 18.43849 2.69238 0.43302 0.00962 0.38951 0.01500 0.14
"Gaia DR2 5290867957363855744" 18.44321 2.78750 0.42931 0.00977 0.38238 0.01634 0.43
"Gaia DR2 5291238286624303104" 18.44761 3.02198 0.42078 0.00987 0.35499 0.01674 0.79
"Gaia DR2 5290825145127948800" 18.44839 2.49190 0.43869 0.00961 0.39908 0.01428 0.32
"Gaia DR2 5290603078138469504" 18.45029 1.02546 0.48643 0.00999 0.46046 0.01649 0.47
"Gaia DR2 5290863662395449600" 18.45276 3.05583 0.41899 0.00992 0.35175 0.01659 0.76
"Gaia DR2 5291171839187567616" 18.45456 1.19096 0.48042 0.00970 0.45416 0.01580 0.47
"Gaia DR2 5290954612623735936" 18.45782 2.69211 0.43101 0.00970 0.38739 0.01502 0.14
"Gaia DR2 5290117781193755904" 18.45819 2.97961 0.42107 0.00994 0.35809 0.01689 0.84
"Gaia DR2 5289969317063813632" 18.46141 2.76965 0.42779 0.00982 0.38182 0.01601 0.33
"Gaia DR2 5291005842993798784" 18.46299 2.80135 0.42654 0.00970 0.37955 0.01623 0.45
"Gaia DR2 5290003603783783552" 18.46445 2.77875 0.42710 0.00969 0.38091 0.01625 0.37
"Gaia DR2 5290765015585320320" 18.46607 2.89712 0.42319 0.00983 0.36899 0.01728 0.78
"Gaia DR2 5290870671783402624" 18.46893 2.73138 0.42840 0.00980 0.38347 0.01574 0.20
"Gaia DR2 5291523167510782848" 18.46927 2.88720 0.42320 0.00982 0.37016 0.01734 0.75
"Gaia DR2 5290819892387998080" 18.47031 2.51862 0.43528 0.00961 0.39534 0.01463 0.30
"Gaia DR2 5290725158291187968" 18.47107 2.56522 0.43374 0.00968 0.39272 0.01470 0.26
"Gaia DR2 5290241819852430464" 18.47240 1.08096 0.48243 0.00994 0.45611 0.01588 0.47
"Gaia DR2 5290747114161406976" 18.47330 3.00677 0.41849 0.00981 0.35350 0.01675 0.82
"Gaia DR2 5289934441929404800" 18.47651 2.77139 0.42621 0.00966 0.38018 0.01605 0.32
"Gaia DR2 5290029648466660224" 18.47736 2.77261 0.42611 0.00966 0.37995 0.01604 0.32
"Gaia DR2 5291185166468735744" 18.48104 2.77476 0.42573 0.00964 0.37948 0.01595 0.33
"Gaia DR2 5291073600396296064" 18.48296 2.74360 0.42648 0.00971 0.38122 0.01592 0.22
"Gaia DR2 5294664506591647872" 18.48541 2.66973 0.42877 0.00989 0.38543 0.01513 0.14
"Gaia DR2 5290666884172416640" 18.48612 2.73588 0.42640 0.00967 0.38140 0.01582 0.19
"Gaia DR2 5290764500189201920" 18.48845 3.01913 0.41667 0.00985 0.35072 0.01686 0.81
"Gaia DR2 5290661524054807552" 18.48950 2.67679 0.42807 0.00985 0.38448 0.01519 0.14
"Gaia DR2 5289456321871157376" 18.48959 2.78649 0.42468 0.00968 0.37773 0.01635 0.36
"Gaia DR2 5291254577436815744" 18.49069 2.70476 0.42692 0.00967 0.38285 0.01543 0.14
