ID Mass_mu Mass_std
1685 5.284819266730133 1.2765304687534555
1645 1.830535566881105 0.11882461260746749
1642 1.79936245947421 0.11281390828941378
1626 1.5020500680724702 0.07230978681885077
1621 1.5045511932398679 0.07228901742770402
1640 1.7528435338174877 0.10455107971589422
1622 1.5103745732815486 0.0730126732483001
1620 1.4747916609512715 0.0703935374050632
1641 1.7579781559423737 0.10529671693083086
1638 1.7185537378030702 0.09883529801278226
1636 1.659380142452007 0.08952000546496779
1625 1.5014149334489648 0.07192729120399191
1633 1.6617884323487895 0.0898683920462412
1634 1.6612537392533846 0.08965601501623975
2124 1.797893215645928 0.11229794633574888
1624 1.4915782026697297 0.07093411781002688
1635 1.687169149585787 0.0936559650514987
1617 1.409863943967037 0.06562101302949686
1648 1.900072757145674 0.13081472231971125
1614 1.3860104097976702 0.06401879038596958
1639 1.756624351039815 0.10487949522743607
1613 1.3916188424944362 0.06407783330082789
1628 1.5420192619854345 0.07549495649325436
1582 1.0775953040264614 0.04588442386471603
1587 1.0908094584178745 0.04625000199384469
1584 1.0895362920550609 0.04606084573881937
1579 1.062554665801622 0.044994994657461485
1601 1.2628953899269206 0.056072864522922365
1600 1.2799045696628937 0.056945211498543216
1603 1.2709094512703847 0.056484478504636795
1650 1.9661064642871109 0.1420161812797281
1578 1.0592389342053645 0.04492466251472208
1604 1.282476044219535 0.05719316652176774
1597 1.2640760000069002 0.056067591969078
1611 1.3523028063088713 0.06187753079926067
1588 1.103163444753831 0.046837953262925607
1630 1.6192642238514123 0.08406533370103626
1618 1.381978443625753 0.06338825169332898
1652 1.9959425919216305 0.14656111384784623
1631 1.6258658769656726 0.08468993216843752
1540 0.8450478571305992 0.0329768799292
1535 0.8419006890912543 0.03268982967282245
1580 1.068117200011199 0.04543574609853013
1576 1.051868316339205 0.044677180904550265
1544 0.8487544933289445 0.033152795992496986
1536 0.8408692359695551 0.03266531745203699
1616 1.398848545699311 0.0645076263218792
1615 1.378789446610936 0.06323032408620877
1552 0.8454674150532104 0.032983878323355295
1549 0.8414167089237959 0.032718266097783305
1649 1.935044735025669 0.13662028142244115
1538 0.8401087904957546 0.03265485179591041
